,MisconceptionName,LLM_Response,MisconceptionId
895,Believes a line of reflection must be touching the original shape,"Question Text: A triangle is reflected over a line to create its image. Does the line of reflection have to touch the triangle for it to be a valid reflection?

Correct Answer Text: No, the line of reflection does not have to touch the triangle.

Wrong Answer Text: Yes, the line of reflection must touch the triangle.",895
896,"When adding fractions with identical numerators, leaves the numerator and adds the denominators","Question Text: Sarah has \( \frac{3}{4} \) of a pizza, and her friend gives her \( \frac{3}{6} \) of another pizza. What fraction of pizza does Sarah have now?

Correct Answer Text: \( \frac{3}{4}+\frac{3}{6}=\frac{9}{12}+\frac{6}{12}=\frac{15}{12}=\frac{5}{4} \)

Wrong Answer Text: \( \frac{3}{4}+\frac{3}{6}=\frac{3}{10} \)",896
897,Does not recognise an example of the alternate segment theorem,"Question Text: In the diagram, line AB is a tangent to the circle and BC is a chord. What can be said about the angles marked x and y?

Correct Answer Text: x = y

Wrong Answer Text: x ≠ y",897
898,Thinks x = 0 is the x axis,"Question Text: What is the equation of the x-axis on a coordinate plane?
Correct Answer Text: y = 0
Wrong Answer Text: x = 0",898
899,Does not recognise parallel lines angle rules,"Question Text: Two lines, A and B, are parallel to each other. A transversal line intersects both A and B, creating angles 1 and 2, where angle 1 is the corresponding angle to angle 2. If angle 1 is 60 degrees, what is the measure of angle 2?

Correct Answer Text: 60 degrees

Wrong Answer Text: Cannot be determined without more information",899
900,Believes the constant gives the y-intercept even when a line is not written in the form y = mx + c,"Question Text: What is the y-intercept of the line \( 2x + 3y = 6 \) ?
Correct Answer Text: \( 2 \)
Wrong Answer Text: \( 6 \)",900
901,Finds unit price but doesn't multiply up for number in question,"Question Text: A book costs \( £8 \) for \( 4 \) copies. How much will \( 6 \) copies cost?
Correct Answer Text: \( £12 \)
Wrong Answer Text: \( £8 \)",901
902,Thinks 1 squared is 2,"Question Text: What is the value of \( 1^{2} \) ?
Correct Answer Text: 1
Wrong Answer Text: 2",902
903,"Has increased by the value of the first value, rather than the difference","Question Text: A bakery sold 15 cakes on Monday and 24 cakes on Tuesday. How many more cakes did the bakery sell on Tuesday compared to Monday?
Correct Answer Text: 9
Wrong Answer Text: 24",903
904,Has taken the percentage from the original ,"Question Text: A shirt is on sale for 20% off. After the first discount, the shirt is £40. Later, an additional 10% is taken off the sale price. What is the final price of the shirt?
Correct Answer Text: £36
Wrong Answer Text: £32",904
905,"Thinks the movement of the top number in a column vector is vertical, and the bottom number is horizontal rather than the other way round","Question Text: A translation vector is given as \( \begin{pmatrix} 3 \\ 5 \end{pmatrix} \). Describe the translation this vector represents.

Correct Answer Text: A translation of 3 units horizontally and 5 units vertically.

Wrong Answer Text: A translation of 3 units vertically and 5 units horizontally.",905
906,Does not know that sample size affects reliability,"Question Text: 
Emily and Jack conducted two separate surveys to determine the favorite flavor of ice cream among students at their school. Emily surveyed 10 students, and 8 of them preferred chocolate. Jack surveyed 100 students, and 80 of them preferred chocolate. Whose results are more reliable?

Correct Answer Text: Jack's results are more reliable

Wrong Answer Text: Both results are equally reliable",906
907,Does not find a common denominator when adding/subtracting fractions,"Question Text: Sarah has \( \frac{1}{4} \) of a pizza and her friend has \( \frac{1}{6} \) of a pizza. What fraction of a pizza do they have in total?

Correct Answer Text: \( \frac{5}{12} \)

Wrong Answer Text: \( \frac{1}{4} + \frac{1}{6} = \frac{2}{10} \)",907
908,"When adding or subtracting surds, believes the numbers under the root and the numbers in front should both be added or subtracted","Question Text: Simplify \( 3 \sqrt{5}+2 \sqrt{5} \).
Correct Answer Text: \( 5 \sqrt{5} \)
Wrong Answer Text: \( 5 \sqrt{10} \)",908
909,Mixes up squaring with dividing by 2,"Question Text: What is the value of \( x \) in the equation \( x^{2}=16 \) ?

Correct Answer Text: \( 4 \) or \( -4 \)

Wrong Answer Text: \( 8 \)",909
910,Cannot identify the correct side lengths to use when asked to find the area of a face,"Question Text: A rectangular prism has a length of 8 cm, a width of 5 cm, and a height of 3 cm. What is the area of the face that has a width of 5 cm and a height of 3 cm?

Correct Answer Text: 5 cm x 3 cm = 15 square cm

Wrong Answer Text: 8 cm x 5 cm = 40 square cm",910
911,Only multiplies the numerical terms when expanding a bracket,"Question Text: Expand the expression \( 2(x+5) \).
Correct Answer Text: \( 2x+10 \)
Wrong Answer Text: \( 2x+5 \)",911
912,Thinks adding the same value to each side makes shapes similar,"Question Text: Are the two triangles below similar?
Triangle A: 
Base length: 5 cm 
Height: 6 cm
Triangle B: 
Base length: 7 cm 
Height: 8 cm

Correct Answer Text: No

Wrong Answer Text: Yes, because 2 cm has been added to the base and height of Triangle A to get Triangle B.",912
913,Believes the numerator stays the same when calculating a second pick of the same type without replacement on a tree diagram,"Question Text: 
A bag contains 5 red balls and 3 blue balls. Two balls are picked at random without replacement. What is the probability that both balls are red?

Correct Answer Text: 
The probability of the first ball being red is 5/8. The probability of the second ball being red is 4/7. Multiply these probabilities together to get the final answer.

Wrong Answer Text: 
The probability of the first ball being red is 5/8. The probability of the second ball being red is 5/7. Multiply these probabilities together to get the final answer.",913
914,Finds 10% of an amount rather than the percentage being asked,"Question Text: A shirt is on sale for 25% off its original price of $80. How much will you pay for the shirt?

Correct Answer Text: $60

Wrong Answer Text: $72",914
915,Does not recognise metres as a unit of length,"Question Text: A bookshelf is \( 2 \) metres long. If a pencil is \( 15 \) cm long, how many pencils can fit along the bookshelf?
Correct Answer Text: \( 200 \mathrm{~cm} / 15 \mathrm{~cm} = 13.33 \) (round down to 13 pencils)
Wrong Answer Text: You can't compare metres and centimetres, they measure different things.",915
916,Thinks the fraction bar means multiply rather than divide,"Question Text: What is the value of \( \frac{12}{4} \) ?
Correct Answer Text: \( 3 \)
Wrong Answer Text: \( 48 \)",916
917,Believes every direct or inverse proportion question uses the formula p=kq,"Question Text: The cost of renting a car is £40 plus 25p per mile. If a car is driven for 120 miles, how much will it cost in total?

Correct Answer Text: £40 + (120 x 0.25) = £70

Wrong Answer Text: Use the formula p = kq, where p is the cost, q is the miles driven, and k is the constant of proportionality. So, p = k x 120.",917
918,Confuses x and y axes,"Question Text: A line graph shows the relationship between the number of hours a person studies and their test score. The x-axis is labeled ""Test Score"" and the y-axis is labeled ""Hours Studied"". If a point on the graph is at (80, 5), what does this represent?

Correct Answer Text: The person studied for 5 hours and scored 80 on the test.

Wrong Answer Text: The person scored 5 on the test and studied for 80 hours.",918
919,Believes the gradient of a speed-time graph is the distance,"Question Text: A car accelerates from rest to a speed of 30 m/s in 6 seconds. What does the gradient of the speed-time graph for this motion represent?

Correct Answer Text: The acceleration of the car

Wrong Answer Text: The distance traveled by the car",919
920,Believes that the cumulative frequency of an interval of grouped data can be used as the cumulative frequency for any value in that interval,"Question Text: The exam scores of 20 students are grouped into intervals as follows:
Score Interval | Frequency
0-9            | 3
10-19          | 5
20-29          | 4
30-39          | 6
40-49          | 2
What is the cumulative frequency for a score of 25?

Correct Answer Text: 12

Wrong Answer Text: 4",920
921,Reads the wrong scale on the protractor when measuring acute angles,"Question Text: What is the size of the angle in the diagram below?



(Correct diagram of a 30-degree angle, but with a protractor showing both 30 and 150-degree marks)


Correct Answer Text: 30 degrees
Wrong Answer Text: 150 degrees",921
922,Believes we can only take the square root of a perfect square,"Question Text: What is the value of \( \sqrt{6} \) ?
Correct Answer Text: Between 2 and 3
Wrong Answer Text: There is no answer, as 6 is not a perfect square",922
923,Thinks index notation represents repeated addition rather than repeated multiplication,"Question Text: What does \( 2^{3} \) represent?
Correct Answer Text: \( 2 \times 2 \times 2 \)
Wrong Answer Text: \( 2+2+2 \)",923
924,Believes to find the proportion of a pie chart sector you do frequency/sum of other frequencies rather than frequency/overall total,"Question Text: A pie chart shows the favorite colors of a class of students. The colors are blue, red, green, and yellow. The number of students who chose each color is as follows:
- Blue: 8 students
- Red: 12 students
- Green: 5 students
- Yellow: 10 students
What proportion of the class chose blue as their favorite color?

Correct Answer Text: 8 / 35

Wrong Answer Text: 8 / (12 + 5 + 10)",924
925,Believes the gradients of perpendicular lines are reciprocals of the same sign,"Question Text: What is the gradient of a line perpendicular to the line with equation \( y = 3x - 2 \) ?

Correct Answer Text: \( -\frac{1}{3} \)

Wrong Answer Text: \( \frac{1}{3} \)",925
926,Believes the number of sides gives the order of rotational symmetry,"Question Text: What is the order of rotational symmetry of a regular hexagon?
Correct Answer Text: 6
Wrong Answer Text: It has 6 sides, so it must have 3 orders of rotational symmetry",926
927,Assumes that opposite angles in a quadrilateral sum to 180 degrees,"Question Text: In the quadrilateral ABCD, what is the sum of the measures of angle A and angle C?
Correct Answer Text: The sum of the measures of angle A and angle C is not necessarily 180 degrees, but the sum of the measures of all four angles is 360 degrees.
Wrong Answer Text: The sum of the measures of angle A and angle C is always 180 degrees.",927
928,Divides when converting to a larger unit,"Question Text: A bookshelf is 240 cm long. How many meters long is it?
Correct Answer Text: 2.4 meters
Wrong Answer Text: 240 ÷ 10 = 24 meters",928
